iter	Logloss
182	0.1758407866
0.1617957569
184	0.1615365036
185	0.1609642885
186	0.1642454461
187	0.1632913867
188	0.1620977845
189	0.161773942
190	0.1615074437
191	0.161359125
192	0.1604606608
193	0.1597343043
194	0.1587338144
195	0.1577336598
196	0.1576125127
197	0.1565019773
198	0.156188256
199	0.1560710357
200	0.1547916273
201	0.1536237664
202	0.1535266189
203	0.1533741903
204	0.1530103802
205	0.1526972779
206	0.1516476937
207	0.151294107
208	0.1512214738
209	0.1511308395
210	0.1508782034
211	0.1498118906
212	0.1495134156
213	0.1483970354
214	0.1464059638
215	0.1458986035
216	0.1455147564
217	0.1438420449
218	0.1429463561
219	0.1428623539
220	0.1422446634
221	0.1414050552
222	0.1408311298
223	0.140746195
224	0.1400058974
225	0.1391833955
226	0.1391107668
227	0.1388757121
228	0.1380497876
229	0.1370036007
230	0.1359869532
231	0.135294837
232	0.1345054756
233	0.1339778171
234	0.1339005224
235	0.1329930367
236	0.1323647024
237	0.1311930861
238	0.1304923098
239	0.1294945755
240	0.1294425695
241	0.1286145225
242	0.1281863914
213777594
244	0.1213303292
245	0.1212813433
246	0.1211927588
247	0.120448496
248	0.1198539786
249	0.119055126
250	0.1189193294
251	0.1186649737
252	0.1179654291
253	0.1169663858
19867
254	0.1101106584
255	0.1099607587
256	0.1097523393
257	0.1096629905
258	0.109063024
259	0.108984888
260	0.1084262698
261	0.1078751786
262	0.1078149221
263	0.1076308213
264	0.107548302
265	0.1072081538
266	0.1068281519
267	0.1057224985
268	0.1052550493
269	0.1051985234
270	0.1048437324
271	0.1046128496
272	0.272	0.09928273	0.1033295543
274	0.1027456445
275	0.1027110614
276	0.1016558954
277	0.101541127
278	0.1011458982
279	0.1008978349
280	0.1007231005
281	0.100463129
282	0.1004066075
283	0.1002906435
284	0.09984468894
285	0.09954578223
286	0.09942154085
287	0.09933733651
288	0.09925851333
289	0.09909168313
290	0.09895482487
291	0.09877879512
292	0.09869299086
1577
294	0.2061502995
295	0.2057501047
296	0.2052862799
297	0.2051042177
298	0.2046573531
299	0.2038313093
300	0.2037846116
301	0.2035319234
302	0.203423473
303	0.2028530058
304	0.2026164755
305	0.2023234766
306	0.2022484102
307	0.2016102089
308	0.2014787856
309	0.2006853385
310	0.2002217425
311	0.1995568893
312	0.199449442
313	0.1984397209
314	0.1971384363
315	0.1971160928
316	0.1967100581
317	0.1959417546
318	0.1958894523
319	0.1957544102
320	0.1956201113
321	0.1949267366
322	0.1942068911
323	0.1936931245
324	0.1935060084
325	0.193464494
326	0.1928742292
327	0.192083132
328	0.1914774988
329	0.1911750164
330	0.1905992713
331	0.1902037647
332	0.1897968061
333	0.189584267
334	0.1893111298
335	0.1889405988
336	0.1880646349
337	0.1878696294
338	0.1878280415
339	0.1871682855
340	0.1867597158
341	0.1867141639
342	0.1861112705
343	0.1857822731
344	0.1856494921
345	0.1855318475
346	0.185416542
347	0.1853030626
348	0.185259765
349	0.1841103033
350	0.1839002877
351	0.1837805306
352	0.1837359488
353	0.1835974433
354	0.1826556393
355	0.1820328249
356	0.1815308936
357	0.1814062703
358	0.181249596
359	0.180364255
360	0.1795105864
361	0.1793595502
362	0.1790944592
363	0.1785342902
364	0.1778263413
365	0.1770616524
366	0.1762975284
367	0.175670738
368	0.1754588517
